<Feature Name>,<Feature Type>,<ENCLOSED_AREA>,<PERIMETER>,ASPECT,AVG_ASPECT,AVG_ELEV_M,AVG_SLOPE_DEG,AVG_SLOPE_PCT,ENCLOSED_AREA,MAX_ELEV_M,MAX_ELEV_X,MAX_ELEV_Y,MAX_SLOPE_DEG,MAX_SLOPE_PCT,MIN_ELEV_M,MODE_ELEV_M,PERIMETER,SLOPE_1QUAR_DEG,SLOPE_1QUAR_PCT,SLOPE_3QUAR_DEG,SLOPE_3QUAR_PCT,SLOPE_MEDIAN_DEG,SLOPE_MEDIAN_PCT,STD_DEV_ELEV_M,STD_DEV_SLOPE_DEG,STD_DEV_SLOPE_PCT,SURFACE_AREA_3D
BV1,Unknown Area Type,0.843 sq km,3.723 km,SW (219°),SW (209°),275.49,3.23,5.64,0.843 sq km,311,1695680.8615481765,-479719.7520714568,12.18,21.58,261,265,3.723 km,1.23,2.14,4.52,7.91,2.19,3.83,12.832120,2.62,4.58,0.845 sq km

Total Enclosed Area: 0.843 sq km
Total Length/Perimeter: 3.723 km
